,address,id,lat,lng,location,name,subCategory,details
1746,Kattenburgerstraat 7,30554,52.373581802371,4.9175405502319,Amsterdam,Marine Etablissement Amsterdam,Military Base,http://tour-pedia.org/api/getPlaceDetails?id=30554
1750,Keesje Brijdeplantsoen,30558,52.374054837304,4.9450527923548,Amsterdam,Keesje Brijdeplantsoen,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30558
1751,Zeeburgerdijk 84,30560,52.365969969702,4.9363803863525,Amsterdam,Bos Theaterproducties,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30560
1753,Kattenburgerplein 39,30564,52.370942046841,4.9162530899048,Amsterdam,Café Daan & Daan,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30564
1754,Natura Artis Magistra,30566,52.36704107709,4.9156898260117,Amsterdam,Leeuwenkuil,Zoo,http://tour-pedia.org/api/getPlaceDetails?id=30566
1756,Plantage Kerklaan 38-40,30568,52.36621236325,4.9181628227234,Amsterdam,Giraffenstal,Zoo,http://tour-pedia.org/api/getPlaceDetails?id=30568
1758,Molukkenstraat,30570,52.361361201044,4.9386876399614,Amsterdam,Indische Buurt,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30570
1759,Javaplein,30571,52.363801470957,4.9395561218262,Amsterdam,Javaplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30571
1760,Djambistraat,30572,52.36482339441,4.9380626663799,Amsterdam,Djambistraat,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30572
1761,Cruquiusweg 67,30573,52.36922113542,4.9472376619566,Amsterdam,The Harbour Club,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=30573
1762,Natura Artis Magistra,30574,52.365370960704,4.9186686104322,Amsterdam,Chimpansees,Zoo,http://tour-pedia.org/api/getPlaceDetails?id=30574
1763,Polderweg,30575,52.357649168651,4.9358654022217,Amsterdam,De Valreep,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30575
1764,187 Sarphatistraat,30576,52.36267,4.914606,Amsterdam,Sweet Thai Massage Sarphatistraat,Strip Club,http://tour-pedia.org/api/getPlaceDetails?id=30576
1766,Mendelhof,30578,52.351637039862,4.9445336330056,Amsterdam,mendelhof,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30578
1768,kruislaan 224-228,30580,52.349025331061,4.9438047409058,Amsterdam,scouting oost 1,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30580
1769,Radioweg 77,30581,52.350362267152,4.946551322937,Amsterdam,TOS actief,Field,http://tour-pedia.org/api/getPlaceDetails?id=30581
1771,Radioweg 86,30583,52.346345,4.946633,Amsterdam,WV-HEDW,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30583
1772,Radioweg 1,30584,52.348846810139,4.944928482618,Amsterdam,Jaap Edenhal,Skating Rink,http://tour-pedia.org/api/getPlaceDetails?id=30584
1773,Mariotteplein,30585,52.352097722419,4.9391419238044,Amsterdam,Speeltuin Mariotteplein,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30585
1775,kruislaan,30587,52.348993512306,4.943583,Amsterdam,Verkennerlokaal,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30587
1776,Radioweg 80,30588,52.347688354535,4.9470663070679,Amsterdam,Chip & Charge,Tennis Court,http://tour-pedia.org/api/getPlaceDetails?id=30588
1778,Middenweg,30590,52.344280192249,4.9457788467407,Amsterdam,Rinus Michelsbrug (Brug 245),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30590
1779,Christiaan huygenplein,30591,52.349306114613,4.9391703952598,Amsterdam,Christiaan Huygenplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30591
1780,Imaginary Street,30593,52.347262663768,4.938490657721,Amsterdam,The Imaginary Zoo,Theme Park,http://tour-pedia.org/api/getPlaceDetails?id=30593
1785,Brinkstraat 123,30602,52.340102,4.943128,Amsterdam,'t Praathuis,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30602
1786,Fizeaustraat 37,30603,52.343335190245,4.9305093948397,Amsterdam,Speeltuin Frankendael,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30603
1789,Zuivelplein 24,30608,52.3396142,4.9457278,Amsterdam,"Olaf Meijer - Contrabassist, basgitarist, basles",Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=30608
1792,H. Cleyndertweg,30611,52.401783927913,4.9360156059265,Amsterdam,Biggy Sanka Party Town,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30611
1794,Buikslotermeerplein 145,30613,52.40966859537,4.9504861779379,Amsterdam,Snookercentrum Boven 't Y,Pool Hall,http://tour-pedia.org/api/getPlaceDetails?id=30613
1796,Buikslotermeerplein 54,30615,52.398882,4.936981,Amsterdam,Huis van Oranje,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30615
1800,Buikslotermeerplein 527,30619,52.397697313705,4.9415440992979,Amsterdam,CRUSH+,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30619
1802,Hensbroekerstraat,30621,52.392445,4.944081,Amsterdam,Hensbroekermeer,Lake,http://tour-pedia.org/api/getPlaceDetails?id=30621
1804,Nieuwendammerkade 24C,30623,52.390513637441,4.9390641708385,Amsterdam,Barn In The City,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30623
1807,Nieuwendammerdijk 542,30626,52.38533702614,4.9498834898963,Amsterdam,Oranjewerf scheepsreparaties B.V.,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30626
1809,Monnikendammerplantsoen,30628,52.38911,4.9499925132841,Amsterdam,Speeltuinvereniging Nieuwendam,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30628
1815,Levantplein,30634,52.376505,4.942918,Amsterdam,Magic Circus,Public Art,http://tour-pedia.org/api/getPlaceDetails?id=30634
1816,Bogortuinen,30635,52.377183023223,4.9341618221096,Amsterdam,Strand van Java,Beach,http://tour-pedia.org/api/getPlaceDetails?id=30635
1818,Spiegelgracht 61,30638,52.371386286753,4.9317127930103,Amsterdam,Gallery SIXTY ONE,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30638
1823,zeeburgerkade,30643,52.369099,4.943777,Amsterdam,zeeburgerkade,Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30643
1826,Borneokade,30646,52.372073536929,4.9465833433348,Amsterdam,Zena Boat,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30646
1827,Ketelstraat 2,30647,52.369250090673,4.9470453293718,Amsterdam,Amsterdam Harbour Club,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30647
1828,Convention Factory,30648,52.372899,4.928112,Amsterdam,Hedkandi,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30648
1829,Czaar Peterstraat,30649,52.370407786915,4.9298216898048,Amsterdam,Czaar Peter Festival,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30649
1830,Czaar Peterstraat 213,30650,52.371552992249,4.9255600483286,Amsterdam,Lasercity Amsterdam,Arts & Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30650
1831,Oostenburgervoorstraat 181,30651,52.371315421346,4.9257588386536,Amsterdam,Van Gendthallen,Performing Arts Venue,http://tour-pedia.org/api/getPlaceDetails?id=30651
1833,Zeeburgerdijk,30653,52.366044522396,4.9282268465102,Amsterdam,UK Roomtuintjes,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30653
1834,Oostenburgervoorstraat 188,30654,52.369645,4.925904,Amsterdam,In Vino Momentum,Wine Bar,http://tour-pedia.org/api/getPlaceDetails?id=30654
1835,Linnaeusstraat 11A,30656,52.363048040135,4.923849105835,Amsterdam,East of Eden,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30656
1836,Eerste Atjehstraat 107,30657,52.36270756,4.937283925,Amsterdam,Jardin de petitvins,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=30657
1837,Molukkenstraat,30658,52.361569022495,4.9391760895638,Amsterdam,Molukkenstraat,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30658
1838,Cruquiusweg,30659,52.368623,4.951659,Amsterdam,De Service Garage,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30659
1839,Paradijsplein 1,30660,52.357622111751,4.9323233112624,Amsterdam,CMA,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30660
1840,Science Park 201,30661,52.356701093273,4.9529844809109,Amsterdam,In 'de Natuur' rondom Science Park,Field,http://tour-pedia.org/api/getPlaceDetails?id=30661
1842,Radioweg 64,30663,52.346600392816,4.9527740478516,Amsterdam,Jaap Eden IJsbanen,Skating Rink,http://tour-pedia.org/api/getPlaceDetails?id=30663
1843,Radioweg 89,30664,52.342774405796,4.956719856473,Amsterdam,AV '23,Track,http://tour-pedia.org/api/getPlaceDetails?id=30664
1844,Wembleylaan 5,30665,52.344568814658,4.948514098982,Amsterdam,VVGA Tennis & Voetbalclub,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30665
1846,Voorlandpad 11,30667,52.345937735239,4.9561203905693,Amsterdam,HC AthenA,Hockey Field,http://tour-pedia.org/api/getPlaceDetails?id=30667
1847,Voorlandpad 15,30668,52.34782826211,4.9540666198986,Amsterdam,GeuzenMiddenmeer,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=30668
1848,Amsterdam Oost,30669,52.357675,4.931118,Amsterdam,Amsterdam Oost,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30669
1849,Timorplein,30670,52.364849393718,4.9354213546412,Amsterdam,Timorplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30670
1850,Ploegstraat 93,30671,52.342038526903,4.9476885795593,Amsterdam,Betondorp Watergraafsmeer,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30671
1858,Radioweg,30679,52.350025177002,4.947826,Amsterdam,Real Sranang,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=30679
1859,Duivendrechtsekade 82,30683,52.337387,4.935253,Amsterdam,Meyson Communicatie,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30683
1861,Kruislaan 126,30687,52.345722139127,4.9374532699585,Amsterdam,Arboretum De Nieuwe Ooster,Park,http://tour-pedia.org/api/getPlaceDetails?id=30687
1862,Sportpark de Weeren 5,30688,52.399927986226,4.9574261759682,Amsterdam,Ronald McDonald Sport Centre,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30688
1863,Sportpark De Weeren 5,30689,52.400913316915,4.9574732780457,Amsterdam,Zwemschool SwimBee locatie Amsterdam Noord,Pool,http://tour-pedia.org/api/getPlaceDetails?id=30689
1873,Ronald McDonald Centre,30700,52.400690751948,4.9582672119141,Amsterdam,Sportclub Only Friends,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=30700
1875,Buiksloterdijk,30702,52.403230334559,4.960798353804,Amsterdam,Krakers boerderij,Farm,http://tour-pedia.org/api/getPlaceDetails?id=30702
1877,Markengouw,30704,52.394787622435,4.95878679202,Amsterdam,Markengouw,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30704
1878,Alkmaarstraat 10,30705,52.394733499945,4.9512604687942,Amsterdam,Muziekcentrum Noord,Concert Hall,http://tour-pedia.org/api/getPlaceDetails?id=30705
1880,Katrijpstraat,30707,52.394224749541,4.9534113409754,Amsterdam,De Duinpan,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30707
1881,Hensbroekerstraat,30708,52.392418,4.943731,Amsterdam,De Feesttuin,Garden,http://tour-pedia.org/api/getPlaceDetails?id=30708
1884,Markengouw,30711,52.394786,4.959018,Amsterdam,Club DiKiMel,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30711
1885,Waterlandplein 76,30712,52.392873175043,4.9563764384161,Amsterdam,Koopmansbouw,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30712
1891,Purmerplein,30718,52.393496463498,4.9440220094909,Amsterdam,magic circus,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30718
1892,Niewendammerdijk 284,30719,52.39037556,4.941319,Amsterdam,Jachthaven Nauticadam,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30719
1895,Wieringerwaardstraat,30722,52.394778,4.956215,Amsterdam,Tattoo Linda,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30722
1898,Nieuwendammerkade 15,30725,52.390311242412,4.9359330929141,Amsterdam,Tennispark Tennisclub Elzenhage Vliegenbos,Tennis Court,http://tour-pedia.org/api/getPlaceDetails?id=30725
1899,Schellingwouderdijk 220,30726,52.38471,4.959859,Amsterdam,ASV de Dijk,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30726
1901,Schellingwouderdijk,30728,52.383923145822,4.9637067317963,Amsterdam,Schellingwoude,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30728
1902,KNSM Island,30729,52.377412529751,4.9478729869683,Amsterdam,Ij Class,Lake,http://tour-pedia.org/api/getPlaceDetails?id=30729
1903,Venetiehof,30730,52.377422651173,4.9479208888515,Amsterdam,Venetiehof Binnentuin,Garden,http://tour-pedia.org/api/getPlaceDetails?id=30730
1912,Borneokade,30740,52.371286494154,4.9455544483753,Amsterdam,Zwemsteiger Borneo-eiland,Lake,http://tour-pedia.org/api/getPlaceDetails?id=30740
1913,Cruquiusweg 120a,30741,52.368884709801,4.9549519568136,Amsterdam,Krux Amsterdam - Creative Workspace,Arts & Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30741
1915,Zeeburgerdijk 630,30743,52.364581094543,4.952130317688,Amsterdam,Flevoparkbad,Pool,http://tour-pedia.org/api/getPlaceDetails?id=30743
1918,Th. K. Van Lohuizenlaan,30746,52.36817182714,4.9465369290758,Amsterdam,Cruquius Tuin,Garden,http://tour-pedia.org/api/getPlaceDetails?id=30746
1919,Zeeburgerdijk 708,30747,52.365904457704,4.9446630477905,Amsterdam,Kruipclub,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30747
1920,Entrepotbrug,30748,52.369591399449,4.9368712891358,Amsterdam,Entrepotbrug,Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30748
1921,Niasstraat 1.,30749,52.364943,4.939594,Amsterdam,Best Friend Coffe Shop,Other Nightlife,http://tour-pedia.org/api/getPlaceDetails?id=30749
1922,Veemarkt,30750,52.36747323298,4.9357097746813,Amsterdam,KV Zeeburg,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30750
1926,Zuider IJdijk 20,30754,52.365186699178,4.9602272161655,Amsterdam,Camping Zeeburg,Campground,http://tour-pedia.org/api/getPlaceDetails?id=30754
1927,Zuiderzeeweg,30755,52.365852048036,4.9571943283081,Amsterdam,Amsterdamse Brug (Brug 54P),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30755
1929,Flevopark 15,30757,52.362703251149,4.9489661798133,Amsterdam,Flevor,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30757
1930,Ceramplein 1-145,30758,52.362832043992,4.9412762853574,Amsterdam,Ceramplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30758
1933,Zuider IJdijk 26,30761,52.368256288885,4.9603350315589,Amsterdam,Kunstenaarsdorp,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30761
1936,Balistraat,30764,52.363303714526,4.9344988163433,Amsterdam,JPCoen Schoolplein,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30764
1937,Valentijnkade 132,30765,52.358867903597,4.9543404579163,Amsterdam,T.V. Tie Breakers,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30765
1938,Kruislaan 244,30766,52.351518,4.950218,Amsterdam,A.V.V. Zeeburgia,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=30766
1939,Diemerzeedijk 6,30767,52.362076,4.962802,Amsterdam,Jachthaven Bovendiep,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30767
1940,Atlantisplein 1,30768,52.357328098475,4.9305975437164,Amsterdam,Music Matrix,Rock Club,http://tour-pedia.org/api/getPlaceDetails?id=30768
1943,Hogeweg,30771,52.354929827045,4.9327003955841,Amsterdam,Hogeweg fontein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30771
1944,Zunderdorp,30780,52.406974507598,4.9664533138275,Amsterdam,Zunderdorp,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30780
1945,Broekergouw 5,30781,52.412799757604,4.9715470116278,Amsterdam,Boerderijwinkel,Farm,http://tour-pedia.org/api/getPlaceDetails?id=30781
1948,Hilversumstraat 332,30784,52.390757203102,4.9633687734604,Amsterdam,NIVON Centraal Bureau,Office,http://tour-pedia.org/api/getPlaceDetails?id=30784
1949,Volendammerweg 305,30785,52.395380945825,4.9649621071503,Amsterdam,Tuinpark Buikslotermeer,Garden,http://tour-pedia.org/api/getPlaceDetails?id=30785
1952,venhuizenstraat,30789,52.391186356544,4.9501186609268,Amsterdam,Elisie's Room,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=30789
1955,Liergouw,30792,52.38988169962,4.9659687824101,Amsterdam,Rotonde Schellingwoude,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30792
1956,Waalenburgsingel,30793,52.389677049186,4.962596109122,Amsterdam,Ecologisch gebied Waalenburgsingel,Park,http://tour-pedia.org/api/getPlaceDetails?id=30793
1960,1019 LZ Amsterdam,30800,52.376471757887,4.9448132514952,Amsterdam,Steiger Barcelonaplein,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=30800
1961,KNSM-Laan,30801,52.37706630008,4.937732219696,Amsterdam,Amphitrite fontein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30801
1963,Zuiderzeeweg 29,30803,52.370396720283,4.9617160333727,Amsterdam,Cruise Inn,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30803
1964,Zuiderzeeweg 2,30805,52.368680772237,4.9637430528661,Amsterdam,Holland Sport Boat Centre,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30805
1965,Spaarndammerdijk 316 C,30806,52.369991412655,4.9590381182229,Amsterdam,De Gabber Hondenschool,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=30806
1966,Zuiderzeeweg 38h,30807,52.371621150523,4.96069397,Amsterdam,Op stand 38h,Beer Garden,http://tour-pedia.org/api/getPlaceDetails?id=30807
1969,Flevoparkweg t.o. 501,30810,52.365775071222,4.9487467110157,Amsterdam,Man en Schaap,Sculpture Garden,http://tour-pedia.org/api/getPlaceDetails?id=30810
1970,West Merwedekanaaldijk,30812,52.359929355035,4.9618721008301,Amsterdam,Nieuwe Diep,Lake,http://tour-pedia.org/api/getPlaceDetails?id=30812
1973,Djakartaterras 91,30815,52.361326,4.9409126666667,Amsterdam,Casa de Booky II,Outdoors & Recreation,http://tour-pedia.org/api/getPlaceDetails?id=30815
1974,Kanaaldijk,30816,52.35644350531,4.9694359302521,Amsterdam,Nesciobrug (Brug 2013),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30816
1975,Rijksweg A10 (Ringweg Oost),30817,52.356836660013,4.9664211273193,Amsterdam,Zeeburgerbrug,Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30817
1979,Diemerzeedijk 3,30821,52.363021833614,4.9600267410278,Amsterdam,Jachthaven Bouwmeester,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30821
1981,Flevopark,30823,52.362785974228,4.9494695663452,Amsterdam,Speeltuin flevopark,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30823
1985,Sportpark Middenmeer,30827,52.348554606048,4.9500429660686,Amsterdam,Fortius,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=30827
1987,Voltastraat,30829,52.35335742005,4.9427552890981,Amsterdam,Oma's Stulpje,History Museum,http://tour-pedia.org/api/getPlaceDetails?id=30829
1990,Radioweg 69,30832,52.349281254404,4.9479575571754,Amsterdam,A.v.v. TOG,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=30832
1994,Radioweg 80,30843,52.347871022957,4.9470090285538,Amsterdam,buitenbar.de,Sports Bar,http://tour-pedia.org/api/getPlaceDetails?id=30843
1995,Wieringerwaardstraat 95-96,30844,52.395343780518,4.9567008018494,Amsterdam,Klusje,Field,http://tour-pedia.org/api/getPlaceDetails?id=30844
1999,Schellingwouderdijk 243,30848,52.38426366819,4.9624729156494,Amsterdam,Keramiek Atelier en Galerie Marjoke de Heer,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30848
2000,Liergouw 55,30849,52.387230030791,4.9731588363647,Amsterdam,Maijpark,Garden,http://tour-pedia.org/api/getPlaceDetails?id=30849
2001,Schellingwouderdijk,30850,52.385920403003,4.9536484479904,Amsterdam,Adano boot - Scouting Wartburg,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30850
2002,Edammerpad 1,30851,52.3909795,4.95002505,Amsterdam,Cocktail Tuin,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=30851
2003,Schellingwoudedijk,30852,52.385789,4.952389,Amsterdam,Onofficiële Volkstuinen Schellingwoude,Garden,http://tour-pedia.org/api/getPlaceDetails?id=30852
2005,Liergouw 52,30854,52.382502122025,4.9707832642962,Amsterdam,Faunapassage Liergouw,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30854
2006,Zeeburgerweg 47,30862,52.376721174775,4.9634357221887,Amsterdam,Wind 'n Wheels,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30862
2007,Eksterlaan 82 (Kweeklust),30864,52.381525,4.9745,Amsterdam,Landgoed Von Bannisseht,Garden,http://tour-pedia.org/api/getPlaceDetails?id=30864
2010,Ijdijk 10,30867,52.369870918208,4.9757872502318,Amsterdam,Magneet Festival,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30867
2012,"Zuider IJdijk 32, 1095 Amsterdam",30869,52.368203399433,4.9598451093506,Amsterdam,V.D.H. Kringgroep Haarlemmermeer,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=30869
2014,Cruquiusweg 124a,30871,52.368603471572,4.9542117118835,Amsterdam,Lofarmedia Headquarters,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30871
2015,Crucruiusweg 146,30872,52.370097029727,4.9547052383423,Amsterdam,Club GZG,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30872
2016,Vogelaardreef 36,30873,52.371616474861,4.950887218922,Amsterdam,Camping de Ruigenhoek,Campground,http://tour-pedia.org/api/getPlaceDetails?id=30873
2017,Borneokade 96,30876,52.371596196729,4.9496814137757,Amsterdam,Historische veerpont De Vlieland,Historic Site,http://tour-pedia.org/api/getPlaceDetails?id=30876
2019,Ertskade 85,30878,52.374744,4.946331,Amsterdam,La Casa S&G,Campground,http://tour-pedia.org/api/getPlaceDetails?id=30878
2021,Oosterringdijk,30881,52.356253479282,4.9642109870911,Amsterdam,Trailer park Oosterringdijk,Campground,http://tour-pedia.org/api/getPlaceDetails?id=30881
2023,Science Park 904,30884,52.355320008998,4.9574317242814,Amsterdam,Dakterras Science Park,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=30884
2027,Tureluurweg,30890,52.351730222082,4.9669427418051,Amsterdam,de Maan !,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30890
2031,Diemerkade,30901,52.343216550833,4.9561896123154,Amsterdam,Project Diemen,Strip Club,http://tour-pedia.org/api/getPlaceDetails?id=30901
2033,Galggouw 8,30904,52.415026271717,4.9865105328269,Amsterdam,Volgermeer,Park,http://tour-pedia.org/api/getPlaceDetails?id=30904
2036,IJdijk 10,30907,52.371263018098,4.9749398231506,Amsterdam,Guestlist Magneet Festival,Gay Bar,http://tour-pedia.org/api/getPlaceDetails?id=30907
2037,Diemerzeedijk derde huisje na Peek,30908,52.360367086943,4.9726247583266,Amsterdam,Project Diemerzeedijk,Farm,http://tour-pedia.org/api/getPlaceDetails?id=30908
2044,Dorpsstraat Ransdorp,30923,52.393227629615,4.9945092201233,Amsterdam,Ransdorp,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30923
2045,Liergouw 78,30924,52.38893866539,4.9888283014297,Amsterdam,De Boer,Farm,http://tour-pedia.org/api/getPlaceDetails?id=30924
2047,Durgerdammerdijk,30926,52.377550964071,4.9903893470764,Amsterdam,Durgerdam,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30926
2048,Durgerdammerdijk 116a,30927,52.377922533258,4.9921451532899,Amsterdam,Zeilvereniging Het Y,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30927
2051,Zwanebloemlan 234,30941,52.361185950996,4.9921048312158,Amsterdam,Sebsoft-hq,Beer Garden,http://tour-pedia.org/api/getPlaceDetails?id=30941
2056,Durgerdammergouw 30,30958,52.385065555573,5.0020676851273,Amsterdam,Paardenpret,Farm,http://tour-pedia.org/api/getPlaceDetails?id=30958
2062,Bloemendalergouw 65,30984,52.40278225,5.0168402,Amsterdam,Paps En Mams,Farm,http://tour-pedia.org/api/getPlaceDetails?id=30984
2063,Bloemendalergouw 2,30985,52.395410012361,5.0136971123997,Amsterdam,Camping De Kikker,Campground,http://tour-pedia.org/api/getPlaceDetails?id=30985
2064,Uitdammerdijk 10-14,30986,52.385680169158,5.0119522005387,Amsterdam,Camping De Badhoeve,Campground,http://tour-pedia.org/api/getPlaceDetails?id=30986
2065,Kerkstraat,30987,52.385601485155,5.0124237601327,Amsterdam,Happy Feelings coffeeshop,Hookah Bar,http://tour-pedia.org/api/getPlaceDetails?id=30987
2067,Overdiemerweg,30991,52.343063998752,5.0135663889221,Amsterdam,De Stelling Van Amsterdam,History Museum,http://tour-pedia.org/api/getPlaceDetails?id=30991
2075,"Pampuslaan 56, 1087 Amsterdam",31004,52.352081297754,5.0077601034968,Amsterdam,Dreamland,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=31004
2080,Lumièrestraat 77,31011,52.354274,5.001293,Amsterdam,Verhalenatelier IJburg,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=31011
2083,Dorpsstraat,31015,52.41338825168,5.0255155563354,Amsterdam,Holysloot,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=31015
2084,Bankie,31016,52.419076679627,5.0183643707046,Amsterdam,Zunderdorpa - Holysloot,Field,http://tour-pedia.org/api/getPlaceDetails?id=31016
2085,Het Die,31017,52.414077813859,5.0222670614747,Amsterdam,Het Die,Skating Rink,http://tour-pedia.org/api/getPlaceDetails?id=31017
2092,Eva Besnyostraat,31034,52.350988425,5.006362875,Amsterdam,The Eva Besnyo Posse,Beer Garden,http://tour-pedia.org/api/getPlaceDetails?id=31034
2093,Ijburglaan 1568,31035,52.351191,5.00165,Amsterdam,Ijburgcorners,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=31035
2094,Lumierestraat,31036,52.353374967912,5.007887623789,Amsterdam,Moes 32,Garden,http://tour-pedia.org/api/getPlaceDetails?id=31036
2096,Krijn Taconiskade 412,31038,52.353447,5.006048,Amsterdam,Nederlandse Vereniging van Filmdistributeurs,Movie Theater,http://tour-pedia.org/api/getPlaceDetails?id=31038
2098,Uitdammerdijk,31041,52.401412595083,5.032547629493,Amsterdam,Knoopunt 79,Trail,http://tour-pedia.org/api/getPlaceDetails?id=31041
2099,Uitdammerdijk,31042,52.397585,5.027423,Amsterdam,Kampeervereniging Kinselmeerzicht,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=31042
2102,Erich Salomonstraat 223,33380,52.354233996593,4.9971949165468,Amsterdam,Moskee IJburg,Mosque,http://tour-pedia.org/api/getPlaceDetails?id=33380
